,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
5844,50,8,53,Colorado,Hinsdale County,11,11,54,23,31,21,30,0,0,2,1,0,0,0,0,0,0,21,30,0,0,2,1,0,0,0,0,20,23,19,23,0,0,1,0,0,0,0,0,0,0,19,23,0,0,1,0,0,0,0,0,3,8,2,7,0,0,1,1,0,0,0,0,0,0,2,7,0,0,1,1,0,0,0,0
5845,50,8,53,Colorado,Hinsdale County,11,12,60,30,30,30,28,0,1,0,0,0,0,0,0,0,1,30,29,0,1,0,1,0,0,0,0,29,28,29,26,0,1,0,0,0,0,0,0,0,1,29,27,0,1,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
5846,50,8,53,Colorado,Hinsdale County,11,13,83,41,42,39,40,0,0,0,2,2,0,0,0,0,0,39,40,0,0,0,2,2,0,0,0,38,39,36,37,0,0,0,2,2,0,0,0,0,0,36,37,0,0,0,2,2,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
5847,50,8,53,Colorado,Hinsdale County,11,14,72,34,38,34,36,0,0,0,1,0,0,0,0,0,1,34,37,0,0,0,1,0,1,0,0,32,37,32,35,0,0,0,1,0,0,0,0,0,1,32,36,0,0,0,1,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
5848,50,8,53,Colorado,Hinsdale County,11,15,88,48,40,48,40,0,0,0,0,0,0,0,0,0,0,48,40,0,0,0,0,0,0,0,0,48,40,48,40,0,0,0,0,0,0,0,0,0,0,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5849,50,8,53,Colorado,Hinsdale County,11,16,43,26,17,26,17,0,0,0,0,0,0,0,0,0,0,26,17,0,0,0,0,0,0,0,0,26,16,26,16,0,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5850,50,8,53,Colorado,Hinsdale County,11,17,21,9,12,9,12,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,9,12,9,12,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5851,50,8,53,Colorado,Hinsdale County,11,18,22,9,13,9,13,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,8,13,8,13,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6042,50,8,55,Colorado,Huerfano County,11,0,6889,3513,3376,3106,3023,52,39,196,162,36,30,9,10,114,112,3215,3127,77,60,274,234,49,50,13,19,2286,2264,2122,2123,35,19,42,35,23,17,7,7,57,63,2175,2181,49,33,78,71,32,30,9,13,1227,1112,984,900,17,20,154,127,13,13,2,3,57,49,1040,946,28,27,196,163,17,20,4,6
6043,50,8,55,Colorado,Huerfano County,11,1,255,124,131,109,112,2,1,4,9,0,0,0,1,9,8,117,119,5,1,9,13,2,3,0,3,58,82,54,78,0,0,0,0,0,0,0,1,4,3,57,81,2,0,2,2,1,1,0,1,66,49,55,34,2,1,4,9,0,0,0,0,5,5,60,38,3,1,7,11,1,2,0,2
6044,50,8,55,Colorado,Huerfano County,11,2,307,177,130,135,99,3,6,13,14,5,3,0,0,21,8,154,107,9,8,28,19,5,4,2,0,88,47,71,37,2,3,1,2,3,1,0,0,11,4,80,41,6,3,9,5,3,2,1,0,89,83,64,62,1,3,12,12,2,2,0,0,10,4,74,66,3,5,19,14,2,2,1,0
6045,50,8,55,Colorado,Huerfano County,11,3,334,192,142,150,110,4,6,22,10,2,2,1,0,13,14,162,123,7,11,31,15,4,6,2,1,84,73,74,60,3,2,2,2,1,0,0,0,4,9,78,68,4,6,5,4,1,3,0,1,108,69,76,50,1,4,20,8,1,2,1,0,9,5,84,55,3,5,26,11,3,3,2,0
6046,50,8,55,Colorado,Huerfano County,11,4,339,184,155,155,133,6,2,13,7,4,1,0,1,6,11,161,143,8,6,16,15,5,1,0,1,106,89,93,79,3,1,4,1,2,0,0,1,4,7,97,86,4,4,6,5,3,0,0,1,78,66,62,54,3,1,9,6,2,1,0,0,2,4,64,57,4,2,10,10,2,1,0,0
6047,50,8,55,Colorado,Huerfano County,11,5,238,124,114,103,94,2,3,13,9,4,1,1,1,1,6,104,100,2,4,14,14,4,2,1,1,64,65,58,59,1,1,2,3,2,0,1,1,0,1,58,60,1,1,2,4,2,0,1,1,60,49,45,35,1,2,11,6,2,1,0,0,1,5,46,40,1,3,12,10,2,2,0,0
6048,50,8,55,Colorado,Huerfano County,11,6,301,153,148,128,128,8,2,10,11,1,4,0,0,6,3,134,131,12,3,12,13,1,4,0,0,88,85,77,76,5,1,3,2,1,4,0,0,2,2,79,78,7,2,3,3,1,4,0,0,65,63,51,52,3,1,7,9,0,0,0,0,4,1,55,53,5,1,9,10,0,0,0,0
6049,50,8,55,Colorado,Huerfano County,11,7,304,167,137,152,122,4,2,9,2,0,2,1,0,1,9,153,131,5,2,9,8,0,4,1,2,96,87,94,79,0,1,0,2,0,1,1,0,1,4,95,83,1,1,0,3,0,3,1,2,71,50,58,43,4,1,9,0,0,1,0,0,0,5,58,48,4,1,9,5,0,1,0,0
6050,50,8,55,Colorado,Huerfano County,11,8,308,159,149,138,127,4,3,10,10,3,0,1,0,3,9,141,135,5,5,11,15,4,1,1,2,88,84,82,77,2,0,0,1,1,0,1,0,2,6,84,82,2,1,1,4,2,1,1,2,71,65,56,50,2,3,10,9,2,0,0,0,1,3,57,53,3,4,10,11,2,0,0,0
6051,50,8,55,Colorado,Huerfano County,11,9,289,152,137,128,124,3,0,10,7,1,3,1,2,9,1,137,124,4,0,16,7,3,4,1,3,94,83,79,81,3,0,4,1,0,0,1,1,7,0,86,81,4,0,8,1,2,0,1,1,58,54,49,43,0,0,6,6,1,3,0,1,2,1,51,43,0,0,8,6,1,4,0,2
6052,50,8,55,Colorado,Huerfano County,11,10,360,186,174,163,153,2,4,11,12,3,2,1,0,6,3,169,156,3,5,16,14,3,2,1,0,124,116,116,106,2,3,3,3,2,2,0,0,1,2,117,108,3,4,3,4,2,2,0,0,62,58,47,47,0,1,8,9,1,0,1,0,5,1,52,48,0,1,13,10,1,0,1,0
6053,50,8,55,Colorado,Huerfano County,11,11,390,214,176,190,156,0,2,16,13,3,2,0,1,5,2,195,158,1,3,19,14,4,2,0,1,137,109,128,102,0,1,3,2,3,1,0,1,3,2,131,104,1,2,4,3,4,1,0,1,77,67,62,54,0,1,13,11,0,1,0,0,2,0,64,54,0,1,15,11,0,1,0,0
6054,50,8,55,Colorado,Huerfano County,11,12,602,274,328,254,308,2,2,13,11,3,1,0,1,2,5,256,313,2,2,15,16,3,1,0,1,201,233,195,224,2,2,1,4,3,1,0,1,0,1,195,225,2,2,1,5,3,1,0,1,73,95,59,84,0,0,12,7,0,0,0,0,2,4,61,88,0,0,14,11,0,0,0,0
6055,50,8,55,Colorado,Huerfano County,11,13,714,288,426,268,397,0,1,12,17,1,5,2,1,5,5,273,402,0,2,17,21,1,5,2,1,224,321,212,308,0,1,6,6,1,4,2,1,3,1,215,309,0,2,9,6,1,4,2,1,64,105,56,89,0,0,6,11,0,1,0,0,2,4,58,93,0,0,8,15,0,1,0,0
6056,50,8,55,Colorado,Huerfano County,11,14,687,366,321,335,297,4,2,15,13,0,3,0,1,12,5,346,302,5,2,24,16,2,5,1,1,278,266,259,255,4,1,8,4,0,2,0,0,7,4,265,259,4,1,13,7,2,3,1,0,88,55,76,42,0,1,7,9,0,1,0,1,5,1,81,43,1,1,11,9,0,2,0,1
6057,50,8,55,Colorado,Huerfano County,11,15,569,310,259,288,240,3,2,9,8,4,1,0,0,6,8,294,248,3,2,13,16,6,1,0,0,234,199,223,191,3,2,2,1,4,1,0,0,2,4,225,195,3,2,3,5,5,1,0,0,76,60,65,49,0,0,7,7,0,0,0,0,4,4,69,53,0,0,10,11,1,0,0,0
6058,50,8,55,Colorado,Huerfano County,11,16,398,210,188,189,181,4,0,9,4,2,0,1,0,5,3,194,183,5,1,13,6,2,1,1,0,154,148,144,145,4,0,1,0,0,0,1,0,4,3,148,147,4,1,5,2,0,1,1,0,56,40,45,36,0,0,8,4,2,0,0,0,1,0,46,36,1,0,8,4,2,0,0,0
6059,50,8,55,Colorado,Huerfano County,11,17,241,121,120,115,112,1,0,2,1,0,0,0,0,3,7,118,117,1,1,5,5,0,3,0,1,89,86,86,80,1,0,1,0,0,0,0,0,1,6,87,84,1,1,2,4,0,2,0,1,32,34,29,32,0,0,1,1,0,0,0,0,2,1,31,33,0,0,3,1,0,1,0,0
6060,50,8,55,Colorado,Huerfano County,11,18,253,112,141,106,130,0,1,5,4,0,0,0,1,1,5,107,135,0,2,6,7,0,1,0,1,79,91,77,86,0,0,1,1,0,0,0,0,1,4,78,90,0,0,2,4,0,1,0,0,33,50,29,44,0,1,4,3,0,0,0,1,0,1,29,45,0,2,4,3,0,0,0,1
6251,50,8,57,Colorado,Jackson County,11,0,1399,724,675,678,651,1,1,28,9,4,6,0,0,13,8,690,659,5,1,35,15,6,8,1,0,622,601,601,584,0,1,9,3,4,6,0,0,8,7,608,591,1,1,15,8,5,8,1,0,102,74,77,67,1,0,19,6,0,0,0,0,5,1,82,68,4,0,20,7,1,0,0,0
6252,50,8,57,Colorado,Jackson County,11,1,69,39,30,30,30,0,0,9,0,0,0,0,0,0,0,30,30,0,0,9,0,0,0,0,0,28,22,28,22,0,0,0,0,0,0,0,0,0,0,28,22,0,0,0,0,0,0,0,0,11,8,2,8,0,0,9,0,0,0,0,0,0,0,2,8,0,0,9,0,0,0,0,0
6253,50,8,57,Colorado,Jackson County,11,2,62,31,31,31,28,0,0,0,2,0,1,0,0,0,0,31,28,0,0,0,2,0,1,0,0,26,26,26,25,0,0,0,0,0,1,0,0,0,0,26,25,0,0,0,0,0,1,0,0,5,5,5,3,0,0,0,2,0,0,0,0,0,0,5,3,0,0,0,2,0,0,0,0
6254,50,8,57,Colorado,Jackson County,11,3,67,39,28,38,25,0,0,0,2,1,0,0,0,0,1,38,26,0,0,0,2,1,1,0,0,33,18,32,17,0,0,0,0,1,0,0,0,0,1,32,18,0,0,0,0,1,1,0,0,6,10,6,8,0,0,0,2,0,0,0,0,0,0,6,8,0,0,0,2,0,0,0,0
6255,50,8,57,Colorado,Jackson County,11,4,61,24,37,21,34,0,0,2,0,1,1,0,0,0,2,21,36,0,0,2,2,1,1,0,0,20,31,19,28,0,0,0,0,1,1,0,0,0,2,19,30,0,0,0,2,1,1,0,0,4,6,2,6,0,0,2,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0
6256,50,8,57,Colorado,Jackson County,11,5,55,33,22,26,21,1,1,3,0,0,0,0,0,3,0,29,21,1,1,5,0,1,0,0,0,25,17,20,16,0,1,3,0,0,0,0,0,2,0,22,16,0,1,5,0,0,0,0,0,8,5,6,5,1,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,1,0,0,0
6257,50,8,57,Colorado,Jackson County,11,6,85,47,38,42,38,0,0,3,0,0,0,0,0,2,0,44,38,1,0,4,0,0,0,0,0,33,31,32,31,0,0,0,0,0,0,0,0,1,0,33,31,0,0,1,0,0,0,0,0,14,7,10,7,0,0,3,0,0,0,0,0,1,0,11,7,1,0,3,0,0,0,0,0
6258,50,8,57,Colorado,Jackson County,11,7,79,44,35,41,33,0,0,1,2,0,0,0,0,2,0,43,33,1,0,2,2,0,0,0,0,39,30,38,30,0,0,0,0,0,0,0,0,1,0,39,30,0,0,1,0,0,0,0,0,5,5,3,3,0,0,1,2,0,0,0,0,1,0,4,3,1,0,1,2,0,0,0,0
6259,50,8,57,Colorado,Jackson County,11,8,76,39,37,35,34,0,0,2,0,2,1,0,0,0,2,35,36,0,0,2,1,2,2,0,0,26,37,24,34,0,0,0,0,2,1,0,0,0,2,24,36,0,0,0,1,2,2,0,0,13,0,11,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0
6260,50,8,57,Colorado,Jackson County,11,9,97,47,50,46,48,0,0,0,1,0,0,0,0,1,1,47,49,0,0,0,2,1,0,0,0,36,41,35,39,0,0,0,1,0,0,0,0,1,1,36,40,0,0,0,2,1,0,0,0,11,9,11,9,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0
6261,50,8,57,Colorado,Jackson County,11,10,81,45,36,43,34,0,0,1,0,0,2,0,0,1,0,43,34,1,0,1,0,0,2,1,0,38,35,37,33,0,0,0,0,0,2,0,0,1,0,37,33,1,0,0,0,0,2,1,0,7,1,6,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0
6262,50,8,57,Colorado,Jackson County,11,11,99,46,53,46,53,0,0,0,0,0,0,0,0,0,0,46,53,0,0,0,0,0,0,0,0,39,47,39,47,0,0,0,0,0,0,0,0,0,0,39,47,0,0,0,0,0,0,0,0,7,6,7,6,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0
6263,50,8,57,Colorado,Jackson County,11,12,117,57,60,55,59,0,0,2,0,0,0,0,0,0,1,55,60,0,0,2,1,0,0,0,0,53,56,52,56,0,0,1,0,0,0,0,0,0,0,52,56,0,0,1,0,0,0,0,0,4,4,3,3,0,0,1,0,0,0,0,0,0,1,3,4,0,0,1,1,0,0,0,0
6264,50,8,57,Colorado,Jackson County,11,13,140,82,58,79,56,0,0,1,1,0,0,0,0,2,1,81,57,1,0,2,2,0,0,0,0,77,57,76,55,0,0,1,1,0,0,0,0,0,1,76,56,0,0,1,2,0,0,0,0,5,1,3,1,0,0,0,0,0,0,0,0,2,0,5,1,1,0,1,0,0,0,0,0
6265,50,8,57,Colorado,Jackson County,11,14,111,57,54,55,53,0,0,0,0,0,1,0,0,2,0,57,53,0,0,2,0,0,1,0,0,56,49,54,48,0,0,0,0,0,1,0,0,2,0,56,48,0,0,2,0,0,1,0,0,1,5,1,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
6266,50,8,57,Colorado,Jackson County,11,15,71,38,33,35,33,0,0,3,0,0,0,0,0,0,0,35,33,0,0,3,0,0,0,0,0,37,32,34,32,0,0,3,0,0,0,0,0,0,0,34,32,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6267,50,8,57,Colorado,Jackson County,11,16,61,25,36,24,36,0,0,1,0,0,0,0,0,0,0,24,36,0,0,1,0,0,0,0,0,25,36,24,36,0,0,1,0,0,0,0,0,0,0,24,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6268,50,8,57,Colorado,Jackson County,11,17,35,15,20,15,20,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,15,19,15,19,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6269,50,8,57,Colorado,Jackson County,11,18,33,16,17,16,16,0,0,0,1,0,0,0,0,0,0,16,16,0,0,0,1,0,0,0,0,16,17,16,16,0,0,0,1,0,0,0,0,0,0,16,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6460,50,8,59,Colorado,Jefferson County,11,0,580233,289294,290939,265176,266905,4720,3453,3471,3473,8114,9635,340,338,7473,7135,272312,273744,6769,5402,6428,6353,11077,12453,788,770,244871,245473,226004,226551,3912,2725,1474,1515,7726,9170,240,233,5515,5279,231288,231611,5489,4252,3244,3220,10206,11547,573,558,44423,45466,39172,40354,808,728,1997,1958,388,465,100,105,1958,1856,41024,42133,1280,1150,3184,3133,871,906,215,212
6461,50,8,59,Colorado,Jefferson County,11,1,30223,15405,14818,13550,12944,284,281,239,275,388,471,22,29,922,818,14442,13740,594,555,500,495,796,849,70,72,12015,11654,10674,10268,215,204,80,90,362,431,15,18,669,643,11326,10892,450,424,213,223,699,756,48,49,3390,3164,2876,2676,69,77,159,185,26,40,7,11,253,175,3116,2848,144,131,287,272,97,93,22,23
6462,50,8,59,Colorado,Jefferson County,11,2,30874,15839,15035,14013,13260,283,277,241,241,433,429,18,16,851,812,14836,14048,566,560,484,480,811,780,66,60,12158,11490,10870,10201,206,208,65,83,392,403,14,10,611,585,11465,10769,414,421,186,205,700,691,50,41,3681,3545,3143,3059,77,69,176,158,41,26,4,6,240,227,3371,3279,152,139,298,275,111,89,16,19
6463,50,8,59,Colorado,Jefferson County,11,3,33041,16880,16161,14961,14243,312,267,229,249,533,505,21,42,824,855,15757,15069,602,566,464,489,888,873,64,91,13083,12358,11670,10945,224,181,81,101,493,477,13,30,602,624,12253,11550,450,416,201,218,779,778,39,67,3797,3803,3291,3298,88,86,148,148,40,28,8,12,222,231,3504,3519,152,150,263,271,109,95,25,24
6464,50,8,59,Colorado,Jefferson County,11,4,33337,17513,15824,15517,14026,371,244,307,256,478,614,32,24,808,660,16290,14665,647,471,572,479,808,868,68,64,13646,12136,12192,10792,288,190,115,100,437,570,20,18,594,466,12765,11244,509,368,251,208,714,775,47,40,3867,3688,3325,3234,83,54,192,156,41,44,12,6,214,194,3525,3421,138,103,321,271,94,93,21,24
6465,50,8,59,Colorado,Jefferson County,11,5,31870,16666,15204,14728,13480,372,281,259,214,621,574,32,20,654,635,15350,14088,581,492,495,435,872,824,68,59,13168,11834,11664,10494,292,221,120,87,590,542,26,7,476,483,12116,10953,463,395,254,219,795,750,51,37,3498,3370,3064,2986,80,60,139,127,31,32,6,13,178,152,3234,3135,118,97,241,216,77,74,17,22
6466,50,8,59,Colorado,Jefferson County,11,6,42434,22177,20257,19856,18104,571,395,305,299,783,831,19,31,643,597,20464,18673,745,556,554,536,1038,1069,64,67,18207,16426,16350,14715,484,321,126,143,750,794,10,19,487,434,16815,15131,619,448,281,275,967,995,46,47,3970,3831,3506,3389,87,74,179,156,33,37,9,12,156,163,3649,3542,126,108,273,261,71,74,18,20
6467,50,8,59,Colorado,Jefferson County,11,7,44059,23012,21047,20830,19120,507,288,266,294,774,811,31,26,604,508,21401,19606,658,399,514,502,1025,1025,78,59,18966,17331,17225,15803,425,225,111,142,741,772,23,16,441,373,17642,16161,535,310,253,262,954,956,56,42,4046,3716,3605,3317,82,63,155,152,33,39,8,10,163,135,3759,3445,123,89,261,240,71,69,22,17
6468,50,8,59,Colorado,Jefferson County,11,8,42488,21756,20732,19862,18804,407,287,298,272,695,829,34,33,460,507,20299,19284,501,392,504,492,874,1043,67,72,18067,17234,16618,15716,316,211,135,118,662,783,22,28,314,378,16915,16074,380,296,247,247,811,968,47,56,3689,3498,3244,3088,91,76,163,154,33,46,12,5,146,129,3384,3210,121,96,257,245,63,75,20,16
6469,50,8,59,Colorado,Jefferson County,11,9,36781,18764,18017,17175,16337,309,222,269,234,569,828,34,22,408,374,17564,16690,389,297,468,422,732,969,60,50,15715,14829,14481,13513,278,174,100,89,537,778,20,17,299,258,14768,13756,338,225,218,192,675,900,39,39,3049,3188,2694,2824,31,48,169,145,32,50,14,5,109,116,2796,2934,51,72,250,230,57,69,21,11
6470,50,8,59,Colorado,Jefferson County,11,10,38071,19200,18871,17772,17304,304,215,239,216,535,796,25,16,325,324,18077,17610,361,274,398,388,662,915,53,40,16583,16061,15415,14773,258,174,109,112,519,748,21,13,261,241,15660,15001,305,219,223,220,633,855,44,34,2617,2810,2357,2531,46,41,130,104,16,48,4,3,64,83,2417,2609,56,55,175,168,29,60,9,6
6471,50,8,59,Colorado,Jefferson County,11,11,37966,18541,19425,17333,18090,249,161,219,203,478,687,14,23,248,261,17566,18340,288,196,368,365,555,775,32,40,16320,16952,15318,15844,230,140,117,93,459,673,12,12,184,190,15491,16027,260,168,215,197,527,748,28,24,2221,2473,2015,2246,19,21,102,110,19,14,2,11,64,71,2075,2313,28,28,153,168,28,27,4,16
6472,50,8,59,Colorado,Jefferson County,11,12,43375,20794,22581,19644,21278,251,169,164,231,480,612,22,21,233,270,19861,21532,280,208,316,416,548,685,38,33,18814,20122,17846,19086,231,143,81,101,464,591,16,16,176,185,18011,19258,252,173,187,213,525,649,29,26,1980,2459,1798,2192,20,26,83,130,16,21,6,5,57,85,1850,2274,28,35,129,203,23,36,9,7
6473,50,8,59,Colorado,Jefferson County,11,13,40237,19596,20641,18572,19562,208,158,159,203,428,503,19,15,210,200,18771,19749,231,189,302,344,487,552,30,26,18043,18748,17177,17853,190,141,79,92,415,489,14,13,168,160,17335,18002,208,166,188,200,468,533,24,23,1553,1893,1395,1709,18,17,80,111,13,14,5,2,42,40,1436,1747,23,23,114,144,19,19,6,3
6474,50,8,59,Colorado,Jefferson County,11,14,33555,16035,17520,15290,16732,137,83,130,140,325,410,13,7,140,148,15426,16876,151,98,232,245,357,449,24,17,14881,16104,14247,15418,131,76,65,81,321,404,12,7,105,118,14349,15532,142,86,139,160,348,441,21,17,1154,1416,1043,1314,6,7,65,59,4,6,1,0,35,30,1077,1344,9,12,93,85,9,8,3,0
6475,50,8,59,Colorado,Jefferson County,11,15,24862,11745,13117,11245,12599,89,60,88,77,247,292,1,10,75,79,11315,12672,101,68,146,140,263,307,2,12,10882,12031,10433,11587,84,54,60,39,240,283,0,6,65,62,10493,11645,96,62,110,85,254,296,1,8,863,1086,812,1012,5,6,28,38,7,9,1,4,10,17,822,1027,5,6,36,55,9,11,1,4
6476,50,8,59,Colorado,Jefferson County,11,16,16092,7116,8976,6824,8662,44,33,39,38,166,198,3,1,40,44,6862,8703,49,41,71,68,173,211,4,2,6595,8306,6337,8012,41,31,16,29,163,194,2,1,36,39,6371,8049,46,37,45,56,169,205,3,2,521,670,487,650,3,2,23,9,3,4,1,0,4,5,491,654,3,4,26,12,4,6,1,0
6477,50,8,59,Colorado,Jefferson County,11,17,10249,4376,5873,4215,5704,17,17,11,16,119,102,0,1,14,33,4228,5733,19,22,22,38,122,112,0,4,4096,5457,3941,5306,15,17,8,8,119,95,0,1,13,30,3953,5332,17,21,18,29,122,104,0,4,280,416,274,398,2,0,3,8,0,7,0,0,1,3,275,401,2,1,4,9,0,8,0,0
6478,50,8,59,Colorado,Jefferson County,11,18,10719,3879,6840,3789,6656,5,15,9,15,62,143,0,1,14,10,3803,6666,6,18,18,19,66,147,0,2,3632,6400,3546,6225,4,14,6,7,62,143,0,1,14,10,3560,6235,5,17,15,11,66,147,0,2,247,440,243,431,1,1,3,8,0,0,0,0,0,0,243,431,1,1,3,8,0,0,0,0
6669,50,8,61,Colorado,Kiowa County,11,0,1383,673,710,648,686,7,2,5,7,0,3,2,3,11,9,659,695,10,5,12,11,1,5,2,3,602,658,588,641,4,2,1,6,0,3,0,1,9,5,597,646,6,3,7,9,1,4,0,1,71,52,60,45,3,0,4,1,0,0,2,2,2,4,62,49,4,2,5,2,0,1,2,2
6670,50,8,61,Colorado,Kiowa County,11,1,109,60,49,57,49,2,0,1,0,0,0,0,0,0,0,57,49,2,0,1,0,0,0,0,0,47,38,47,38,0,0,0,0,0,0,0,0,0,0,47,38,0,0,0,0,0,0,0,0,13,11,10,11,2,0,1,0,0,0,0,0,0,0,10,11,2,0,1,0,0,0,0,0
6671,50,8,61,Colorado,Kiowa County,11,2,78,39,39,38,38,0,0,0,0,0,0,0,0,1,1,39,39,0,1,1,0,0,0,0,0,32,32,31,32,0,0,0,0,0,0,0,0,1,0,32,32,0,0,1,0,0,0,0,0,7,7,7,6,0,0,0,0,0,0,0,0,0,1,7,7,0,1,0,0,0,0,0,0
6672,50,8,61,Colorado,Kiowa County,11,3,72,36,36,36,33,0,0,0,1,0,0,0,1,0,1,36,34,0,0,0,1,0,1,0,1,33,34,33,33,0,0,0,1,0,0,0,0,0,0,33,33,0,0,0,1,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,1
6673,50,8,61,Colorado,Kiowa County,11,4,75,35,40,30,40,2,0,0,0,0,0,1,0,2,0,32,40,3,0,0,0,1,0,1,0,30,35,27,35,1,0,0,0,0,0,0,0,2,0,29,35,2,0,0,0,1,0,0,0,5,5,3,5,1,0,0,0,0,0,1,0,0,0,3,5,1,0,0,0,0,0,1,0
6674,50,8,61,Colorado,Kiowa County,11,5,86,47,39,43,36,0,2,0,1,0,0,1,0,3,0,46,36,1,2,2,1,0,0,1,0,39,36,36,33,0,2,0,1,0,0,0,0,3,0,39,33,1,2,2,1,0,0,0,0,8,3,7,3,0,0,0,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,1,0
6675,50,8,61,Colorado,Kiowa County,11,6,71,28,43,27,42,0,0,1,0,0,0,0,0,0,1,27,43,0,1,1,0,0,0,0,0,24,36,24,36,0,0,0,0,0,0,0,0,0,0,24,36,0,0,0,0,0,0,0,0,4,7,3,6,0,0,1,0,0,0,0,0,0,1,3,7,0,1,1,0,0,0,0,0
6676,50,8,61,Colorado,Kiowa County,11,7,64,37,27,34,27,0,0,1,0,0,0,0,0,2,0,36,27,1,0,2,0,0,0,0,0,28,25,27,25,0,0,0,0,0,0,0,0,1,0,28,25,0,0,1,0,0,0,0,0,9,2,7,2,0,0,1,0,0,0,0,0,1,0,8,2,1,0,1,0,0,0,0,0
6677,50,8,61,Colorado,Kiowa County,11,8,68,37,31,36,30,1,0,0,0,0,0,0,1,0,0,36,30,1,0,0,0,0,0,0,1,36,28,35,28,1,0,0,0,0,0,0,0,0,0,35,28,1,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1
6678,50,8,61,Colorado,Kiowa County,11,9,70,34,36,33,35,0,0,1,0,0,0,0,1,0,0,33,35,0,0,1,0,0,0,0,1,32,36,31,35,0,0,1,0,0,0,0,1,0,0,31,35,0,0,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
