,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
190,50,8,1,Colorado,Adams County,11,0,511868,258470,253398,222375,217943,10719,9452,6018,5636,10711,11661,560,548,8087,8158,229742,225446,13829,12399,9372,9171,13355,14311,1080,1061,152547,152276,126916,126989,8772,7549,1503,1520,9935,10860,316,338,5105,5020,131618,131638,11018,9697,2737,2766,12035,12939,638,655,105923,101122,95459,90954,1947,1903,4515,4116,776,801,244,210,2982,3138,98124,93808,2811,2702,6635,6405,1320,1372,442,406
191,50,8,1,Colorado,Adams County,11,1,36180,18387,17793,15374,14660,806,838,479,488,660,691,53,52,1015,1064,16337,15679,1319,1352,716,757,1050,1094,96,92,9376,9022,7373,6941,609,655,84,83,595,625,20,28,695,690,8040,7609,981,1012,148,143,914,948,46,53,9011,8771,8001,7719,197,183,395,405,65,66,33,24,320,374,8297,8070,338,340,568,614,136,146,50,39
192,50,8,1,Colorado,Adams County,11,2,37711,19250,18461,16268,15345,841,864,413,423,714,737,34,42,980,1050,17203,16346,1317,1379,672,693,1082,1113,80,91,9204,8952,7192,6809,640,686,88,72,633,664,12,27,639,694,7811,7479,970,1062,152,136,937,965,41,59,10046,9509,9076,8536,201,178,325,351,81,73,22,15,341,356,9392,8867,347,317,520,557,145,148,39,32
193,50,8,1,Colorado,Adams County,11,3,39279,20052,19227,16793,16005,860,884,513,502,778,796,47,42,1061,998,17785,16951,1403,1360,809,825,1142,1115,103,88,9185,8813,7068,6761,623,650,104,95,698,721,30,18,662,568,7707,7309,1011,972,161,145,967,951,57,39,10867,10414,9725,9244,237,234,409,407,80,75,17,24,399,430,10078,9642,392,388,648,680,175,164,46,49
194,50,8,1,Colorado,Adams County,11,4,35091,18097,16994,15228,14234,789,738,491,489,723,676,35,38,831,819,16002,14997,1209,1122,782,769,939,939,74,82,8050,7505,6195,5745,589,515,99,105,650,608,20,21,497,511,6667,6232,907,818,152,167,813,801,36,43,10047,9489,9033,8489,200,223,392,384,73,68,15,17,334,308,9335,8765,302,304,630,602,126,138,38,39
195,50,8,1,Colorado,Adams County,11,5,31852,16330,15522,13681,12994,658,690,498,445,740,705,52,43,701,645,14316,13590,983,971,766,712,930,883,89,84,7874,7635,6093,5976,503,522,120,101,688,640,31,28,439,368,6492,6320,764,732,194,172,832,761,55,46,8456,7887,7588,7018,155,168,378,344,52,65,21,15,262,277,7824,7270,219,239,572,540,98,122,34,38
196,50,8,1,Colorado,Adams County,11,6,41126,21310,19816,17846,16684,1095,802,497,446,1113,1134,50,58,709,692,18470,17323,1351,1031,792,750,1361,1368,114,106,12797,11772,10202,9460,911,648,138,129,1051,1063,32,36,463,436,10619,9860,1097,829,255,226,1247,1258,71,70,8513,8044,7644,7224,184,154,359,317,62,71,18,22,246,256,7851,7463,254,202,537,524,114,110,43,36
197,50,8,1,Colorado,Adams County,11,7,42569,22092,20477,18738,17477,1020,753,575,443,1129,1159,53,44,577,601,19255,18014,1179,895,833,736,1354,1391,92,98,13605,12802,11190,10577,841,605,126,132,1052,1094,26,28,370,366,11520,10907,952,708,223,235,1249,1285,57,63,8487,7675,7548,6900,179,148,449,311,77,65,27,16,207,235,7735,7107,227,187,610,501,105,106,35,35
198,50,8,1,Colorado,Adams County,11,8,40637,20960,19677,18050,16906,857,735,572,447,890,1031,46,39,545,519,18525,17358,986,856,856,711,1102,1227,104,93,12357,11971,10353,9959,691,573,139,129,835,970,23,28,316,312,10632,10235,772,659,236,218,1000,1140,59,64,8603,7706,7697,6947,166,162,433,318,55,61,23,11,229,207,7893,7123,214,197,620,493,102,87,45,29
199,50,8,1,Colorado,Adams County,11,9,34887,18133,16754,15797,14408,737,613,422,401,707,857,39,38,431,437,16174,14801,831,702,679,656,845,1008,78,74,10586,9936,8929,8241,626,484,98,129,657,798,22,23,254,261,9152,8477,688,544,205,233,768,921,46,47,7547,6818,6868,6167,111,129,324,272,50,59,17,15,177,176,7022,6324,143,158,474,423,77,87,32,27
200,50,8,1,Colorado,Adams County,11,10,33417,17072,16345,14846,14082,741,621,361,350,747,921,34,36,343,335,15150,14371,804,676,575,566,852,1024,60,65,10635,10241,8970,8524,631,520,109,103,700,866,22,26,203,202,9145,8693,675,562,204,202,788,949,40,47,6437,6104,5876,5558,110,101,252,247,47,55,12,10,140,133,6005,5678,129,114,371,364,64,75,20,18
201,50,8,1,Colorado,Adams County,11,11,30002,15209,14793,13288,13004,645,470,315,354,655,680,46,30,260,255,13511,13228,681,499,507,535,717,746,70,53,10066,9894,8582,8566,578,389,92,106,619,639,33,21,162,173,8719,8716,606,414,197,212,670,698,50,38,5143,4899,4706,4438,67,81,223,248,36,41,13,9,98,82,4792,4512,75,85,310,323,47,48,20,15
202,50,8,1,Colorado,Adams County,11,12,30061,14988,15073,13240,13409,599,475,366,287,521,649,35,30,227,223,13434,13603,633,505,540,466,575,696,54,44,10660,10883,9364,9611,530,422,105,93,478,615,23,19,160,123,9498,9718,552,443,218,181,525,650,41,30,4328,4190,3876,3798,69,53,261,194,43,34,12,11,67,100,3936,3885,81,62,322,285,50,46,13,14
203,50,8,1,Colorado,Adams County,11,13,25469,12545,12924,11265,11659,468,334,230,232,426,480,7,24,149,195,11391,11824,494,365,352,400,457,511,15,40,9501,9820,8483,8826,437,303,71,90,408,456,0,14,102,131,8567,8932,456,326,151,199,433,481,7,26,3044,3104,2782,2833,31,31,159,142,18,24,7,10,47,64,2824,2892,38,39,201,201,24,30,8,14
204,50,8,1,Colorado,Adams County,11,14,19515,9274,10241,8463,9302,259,239,115,148,305,380,14,13,118,159,8565,9436,278,259,214,288,322,403,23,23,7173,7851,6512,7108,246,216,50,70,296,364,10,7,59,86,6560,7177,258,233,98,142,304,377,15,11,2101,2390,1951,2194,13,23,65,78,9,16,4,6,59,73,2005,2259,20,26,116,146,18,26,8,12
205,50,8,1,Colorado,Adams County,11,15,13908,6475,7433,5903,6798,168,175,85,106,245,273,8,4,66,77,5961,6870,176,186,143,173,254,282,11,7,5055,5782,4599,5259,150,162,31,46,233,264,6,1,36,50,4631,5304,155,170,60,89,238,271,8,3,1420,1651,1304,1539,18,13,54,60,12,9,2,3,30,27,1330,1566,21,16,83,84,16,11,3,4
206,50,8,1,Colorado,Adams County,11,16,8873,3812,5061,3484,4683,82,103,45,45,165,186,1,6,35,38,3518,4718,85,111,71,74,170,193,5,7,2920,3960,2645,3653,76,92,22,20,155,172,1,5,21,18,2666,3669,78,96,39,34,158,176,2,5,892,1101,839,1030,6,11,23,25,10,14,0,1,14,20,852,1049,7,15,32,40,12,17,3,2
207,50,8,1,Colorado,Adams County,11,17,5829,2438,3391,2227,3107,60,68,28,19,104,156,3,8,16,33,2242,3133,63,74,38,41,108,166,4,11,1886,2715,1699,2468,58,61,16,9,100,152,3,7,10,18,1708,2483,61,65,21,19,103,157,4,9,552,676,528,639,2,7,12,10,4,4,0,1,6,15,534,650,2,9,17,22,5,9,0,2
208,50,8,1,Colorado,Adams County,11,18,5462,2046,3416,1884,3186,34,50,13,11,89,150,3,1,23,18,1903,3204,37,56,27,19,95,152,8,3,1617,2722,1467,2505,33,46,11,8,87,149,2,1,17,13,1484,2518,35,52,23,13,89,150,3,2,429,694,417,681,1,4,2,3,2,1,1,0,6,5,419,686,2,4,4,6,6,2,5,1
399,50,8,3,Colorado,Alamosa County,11,0,16683,8361,8322,7250,7309,202,151,450,434,131,143,15,27,313,258,7536,7551,309,223,603,576,212,193,32,45,4518,4523,4007,4058,140,79,118,137,78,91,6,4,169,154,4154,4200,212,135,179,203,137,129,20,16,3843,3799,3243,3251,62,72,332,297,53,52,9,23,144,104,3382,3351,97,88,424,373,75,64,12,29
400,50,8,3,Colorado,Alamosa County,11,1,1088,569,519,467,434,14,12,33,25,10,9,0,2,45,37,510,468,31,26,52,40,22,19,1,3,325,295,268,246,8,7,14,12,5,4,0,0,30,26,296,270,19,18,24,18,15,14,1,1,244,224,199,188,6,5,19,13,5,5,0,2,15,11,214,198,12,8,28,22,7,5,0,2
401,50,8,3,Colorado,Alamosa County,11,2,1208,652,556,530,475,17,9,47,29,10,5,1,4,47,34,574,508,30,19,73,44,23,13,1,6,278,251,236,222,4,4,11,10,2,2,1,0,24,13,258,234,14,10,19,12,11,7,1,1,374,305,294,253,13,5,36,19,8,3,0,4,23,21,316,274,16,9,54,32,12,6,0,5
402,50,8,3,Colorado,Alamosa County,11,3,1074,573,501,485,424,10,7,43,41,9,8,0,1,26,20,511,442,16,13,55,53,16,11,2,3,231,228,204,198,3,3,10,10,5,6,0,0,9,11,213,208,6,8,12,15,10,8,0,1,342,273,281,226,7,4,33,31,4,2,0,1,17,9,298,234,10,5,43,38,6,3,2,2
403,50,8,3,Colorado,Alamosa County,11,4,1716,851,865,718,716,39,33,28,42,16,32,5,5,45,37,754,751,70,50,42,50,28,46,8,10,476,434,390,363,39,15,8,13,6,16,2,0,31,27,413,388,65,31,14,16,16,26,5,3,375,431,328,353,0,18,20,29,10,16,3,5,14,10,341,363,5,19,28,34,12,20,3,7
404,50,8,3,Colorado,Alamosa County,11,5,1827,893,934,783,829,24,34,26,44,18,12,1,1,41,14,816,841,43,39,40,50,32,14,9,4,497,542,435,484,18,12,10,22,8,11,0,0,26,13,455,496,30,16,18,27,18,13,8,3,396,392,348,345,6,22,16,22,10,1,1,1,15,1,361,345,13,23,22,23,14,1,1,1
405,50,8,3,Colorado,Alamosa County,11,6,1262,658,604,569,516,23,18,26,44,14,8,1,3,25,15,591,528,28,20,40,55,20,11,4,5,332,306,288,260,16,12,5,23,10,2,0,0,13,9,298,266,19,14,11,28,15,5,2,2,326,298,281,256,7,6,21,21,4,6,1,3,12,6,293,262,9,6,29,27,5,6,2,3
406,50,8,3,Colorado,Alamosa County,11,7,1065,543,522,460,445,11,12,50,36,8,7,3,3,11,19,471,463,13,16,58,47,10,11,3,5,235,247,203,220,8,6,14,8,6,4,0,1,4,8,207,228,9,8,17,13,7,5,0,2,308,275,257,225,3,6,36,28,2,3,3,2,7,11,264,235,4,8,41,34,3,6,3,3
407,50,8,3,Colorado,Alamosa County,11,8,972,476,496,411,433,14,4,35,35,3,8,1,5,12,11,422,444,17,6,41,44,7,9,1,5,237,236,218,217,6,3,5,5,2,4,1,1,5,6,223,223,8,5,6,9,4,5,1,1,239,260,193,216,8,1,30,30,1,4,0,4,7,5,199,221,9,1,35,35,3,4,0,4
408,50,8,3,Colorado,Alamosa County,11,9,836,426,410,371,363,18,4,25,26,3,9,1,0,8,8,379,371,20,5,30,32,4,10,1,0,212,214,192,188,10,4,8,9,1,7,0,0,1,6,193,194,10,5,9,13,1,8,0,0,214,196,179,175,8,0,17,17,2,2,1,0,7,2,186,177,10,0,21,19,3,2,1,0
409,50,8,3,Colorado,Alamosa County,11,10,745,388,357,338,320,6,3,20,17,9,8,1,1,14,8,352,327,9,6,30,23,10,8,1,1,207,185,181,165,6,2,5,3,7,7,1,1,7,7,188,171,7,5,10,8,8,7,1,1,181,172,157,155,0,1,15,14,2,1,0,0,7,1,164,156,2,1,20,15,2,1,0,0
410,50,8,3,Colorado,Alamosa County,11,11,815,401,414,350,369,11,4,25,18,5,11,0,0,10,12,360,381,13,5,31,28,7,12,0,0,235,255,208,231,9,4,8,5,4,9,0,0,6,6,214,237,10,5,12,9,5,10,0,0,166,159,142,138,2,0,17,13,1,2,0,0,4,6,146,144,3,0,19,19,2,2,0,0
411,50,8,3,Colorado,Alamosa County,11,12,941,449,492,398,451,6,3,25,26,6,4,0,1,14,7,412,458,10,5,34,31,7,4,0,1,275,284,252,269,6,2,7,5,5,3,0,0,5,5,257,274,8,2,10,10,5,3,0,0,174,208,146,182,0,1,18,21,1,1,0,1,9,2,155,184,2,3,24,21,2,1,0,1
412,50,8,3,Colorado,Alamosa County,11,13,863,410,453,373,407,4,4,23,21,7,11,0,0,3,10,375,416,4,5,25,30,9,12,0,0,247,277,235,262,4,2,1,4,6,5,0,0,1,4,235,265,4,3,2,8,7,5,0,0,163,176,138,145,0,2,22,17,1,6,0,0,2,6,140,151,0,2,23,22,2,7,0,0
413,50,8,3,Colorado,Alamosa County,11,14,779,385,394,352,369,1,1,22,13,7,2,0,0,3,9,355,378,1,2,23,21,9,2,0,0,256,245,242,235,1,0,4,4,6,2,0,0,3,4,245,239,1,1,5,7,8,2,0,0,129,149,110,134,0,1,18,9,1,0,0,0,0,5,110,139,0,1,18,14,1,0,0,0
414,50,8,3,Colorado,Alamosa County,11,15,597,270,327,251,307,4,0,9,8,2,5,1,1,3,6,254,313,4,1,12,12,2,6,1,1,180,207,172,198,2,0,3,1,1,5,1,1,1,2,173,200,2,0,4,2,1,6,1,1,90,120,79,109,2,0,6,7,1,0,0,0,2,4,81,113,2,1,8,10,1,0,0,0
415,50,8,3,Colorado,Alamosa County,11,16,385,186,199,170,189,0,0,9,5,2,1,0,0,5,4,175,193,0,0,13,7,3,2,0,1,131,132,124,127,0,0,3,1,2,1,0,0,2,3,126,130,0,0,4,3,3,2,0,0,55,67,46,62,0,0,6,4,0,0,0,0,3,1,49,63,0,0,9,4,0,0,0,1
416,50,8,3,Colorado,Alamosa County,11,17,276,137,139,132,129,0,1,4,2,0,2,0,0,1,5,133,134,0,2,4,6,1,2,0,0,94,84,91,78,0,1,2,1,0,2,0,0,1,2,92,80,0,1,2,3,1,2,0,0,43,55,41,51,0,0,2,1,0,0,0,0,0,3,41,54,0,1,2,3,0,0,0,0
417,50,8,3,Colorado,Alamosa County,11,18,234,94,140,92,133,0,2,0,2,2,1,0,0,0,2,92,135,0,3,0,3,2,1,0,0,70,101,68,95,0,2,0,1,2,1,0,0,0,2,68,97,0,3,0,2,2,1,0,0,24,39,24,38,0,0,0,1,0,0,0,0,0,0,24,38,0,0,0,1,0,0,0,0
608,50,8,5,Colorado,Arapahoe County,11,0,651215,322713,328502,248378,251273,37376,36699,3677,3784,19598,22549,943,942,12741,13255,259694,263118,44077,43529,7096,7482,24263,27359,1713,1743,258654,265650,192863,197215,34726,33748,1375,1515,18878,21921,752,748,10060,10503,201803,206591,40116,39307,3572,3902,22850,26027,1369,1387,64059,62852,55515,54058,2650,2951,2302,2269,720,628,191,194,2681,2752,57891,56527,3961,4222,3524,3580,1413,1332,344,356
609,50,8,5,Colorado,Arapahoe County,11,1,40524,20635,19889,14712,14052,2689,2578,312,289,1217,1216,60,98,1645,1656,16220,15574,3656,3526,620,600,1832,1837,146,177,15008,14407,10038,9475,2387,2309,92,90,1160,1149,44,76,1287,1308,11224,10682,3147,3067,273,272,1676,1675,110,136,5627,5482,4674,4577,302,269,220,199,57,67,16,22,358,348,4996,4892,509,459,347,328,156,162,36,41
610,50,8,5,Colorado,Arapahoe County,11,2,42191,21488,20703,15358,14670,2766,2646,297,270,1269,1298,72,84,1726,1735,16946,16272,3761,3656,637,607,1917,1925,157,180,15400,14886,10244,9775,2477,2377,81,83,1195,1243,54,57,1349,1351,11490,11025,3258,3176,280,273,1744,1771,124,130,6088,5817,5114,4895,289,269,216,187,74,55,18,27,377,384,5456,5247,503,480,357,334,173,154,33,50
611,50,8,5,Colorado,Arapahoe County,11,3,44306,22873,21433,16330,15090,2897,2756,309,318,1491,1508,96,85,1750,1676,17924,16619,3939,3740,639,640,2126,2112,187,173,16186,15289,10702,9894,2556,2452,80,93,1428,1445,72,71,1348,1334,11944,11118,3381,3255,264,283,1946,1952,138,137,6687,6144,5628,5196,341,304,229,225,63,63,24,14,402,342,5980,5501,558,485,375,357,180,160,49,36
612,50,8,5,Colorado,Arapahoe County,11,4,40285,20699,19586,14833,13842,2755,2646,283,312,1292,1268,89,55,1447,1463,16138,15175,3636,3503,608,636,1760,1773,162,130,14610,13897,9698,9074,2443,2318,82,84,1203,1220,74,41,1110,1160,10705,10136,3146,3029,251,274,1587,1645,129,98,6089,5689,5135,4768,312,328,201,228,89,48,15,14,337,303,5433,5039,490,474,357,362,173,128,33,32
613,50,8,5,Colorado,Arapahoe County,11,5,38857,19752,19105,14566,13809,2527,2473,251,257,1154,1318,63,65,1191,1183,15622,14872,3213,3157,537,554,1549,1707,134,131,14451,14070,10026,9486,2269,2214,81,105,1091,1270,48,52,936,943,10856,10334,2837,2783,249,294,1416,1591,104,105,5301,5035,4540,4323,258,259,170,152,63,48,15,13,255,240,4766,4538,376,374,288,260,133,116,30,26
614,50,8,5,Colorado,Arapahoe County,11,6,51593,26461,25132,19967,18594,3282,3154,338,334,1705,1879,84,86,1085,1085,20915,19561,3849,3709,620,629,2118,2282,156,152,20950,19769,15113,13942,3079,2908,160,159,1635,1835,67,65,896,860,15897,14706,3554,3366,358,340,1994,2175,125,119,5511,5363,4854,4652,203,246,178,175,70,44,17,21,189,225,5018,4855,295,343,262,289,124,107,31,33
615,50,8,5,Colorado,Arapahoe County,11,7,51156,26153,25003,20088,18856,3030,2792,320,282,1779,2061,89,93,847,919,20826,19667,3420,3210,554,558,2129,2433,152,166,21046,20078,15567,14588,2835,2569,139,102,1734,2013,69,77,702,729,16176,15230,3161,2906,303,278,2050,2333,124,134,5107,4925,4521,4268,195,223,181,180,45,48,20,16,145,190,4650,4437,259,304,251,280,79,100,28,32
616,50,8,5,Colorado,Arapahoe County,11,8,49261,24947,24314,19284,18288,2910,2913,327,302,1653,1917,82,63,691,831,19877,19004,3212,3285,546,568,1933,2255,138,129,19712,19376,14672,14036,2716,2656,107,127,1605,1858,65,51,547,648,15141,14594,2957,2951,250,291,1851,2155,112,105,5235,4938,4612,4252,194,257,220,175,48,59,17,12,144,183,4736,4410,255,334,296,277,82,100,26,24
617,50,8,5,Colorado,Arapahoe County,11,9,44124,22154,21970,16872,16494,2684,2576,302,268,1609,1911,63,56,624,665,17410,17077,2946,2851,526,512,1850,2168,108,105,17512,17407,12813,12540,2513,2323,102,102,1552,1871,53,41,479,530,13225,13003,2712,2544,246,266,1760,2099,90,83,4642,4563,4059,3954,171,253,200,166,57,40,10,15,145,135,4185,4074,234,307,280,246,90,69,18,22
618,50,8,5,Colorado,Arapahoe County,11,10,44501,22139,22362,17078,17065,2673,2532,219,215,1599,1889,48,61,522,600,17527,17573,2880,2767,417,446,1806,2121,84,108,18121,18401,13464,13585,2547,2366,95,93,1545,1834,38,44,432,479,13830,13985,2722,2558,238,254,1734,2037,69,83,4018,3961,3614,3480,126,166,124,122,54,55,10,17,90,121,3697,3588,158,209,179,192,72,84,15,25
619,50,8,5,Colorado,Arapahoe County,11,11,40082,19767,20315,15495,15832,2376,2292,223,246,1225,1459,83,47,365,439,15796,16212,2499,2440,397,450,1362,1622,115,77,16599,17161,12679,13055,2283,2182,84,101,1197,1428,69,44,287,351,12911,13354,2385,2303,206,247,1317,1577,95,69,3168,3154,2816,2777,93,110,139,145,28,31,14,3,78,88,2885,2858,114,137,191,203,45,45,20,8
620,50,8,5,Colorado,Arapahoe County,11,12,41378,19956,21422,16110,17412,2314,2125,165,215,1010,1253,33,67,324,350,16379,17695,2426,2252,335,403,1125,1372,59,93,17636,18892,14039,15214,2253,2025,79,91,984,1226,26,59,255,277,14247,15438,2338,2132,203,225,1084,1330,49,82,2320,2530,2071,2198,61,100,86,124,26,27,7,8,69,73,2132,2257,88,120,132,178,41,42,10,11
621,50,8,5,Colorado,Arapahoe County,11,13,37892,18020,19872,14950,16577,1834,1849,135,147,855,1023,43,23,203,253,15112,16785,1903,1941,261,300,927,1091,58,44,16400,18037,13498,14952,1789,1782,65,77,841,1008,37,19,170,199,13633,15111,1852,1857,166,190,905,1069,48,37,1620,1835,1452,1625,45,67,70,70,14,15,6,4,33,54,1479,1674,51,84,95,110,22,22,10,7
622,50,8,5,Colorado,Arapahoe County,11,14,30905,14250,16655,12153,13976,1201,1436,92,121,635,907,20,28,149,187,12274,14130,1251,1494,184,240,679,961,31,35,13160,15338,11149,12789,1181,1404,56,72,625,899,18,25,131,149,11255,12907,1226,1456,136,166,664,943,28,32,1090,1317,1004,1187,20,32,36,49,10,8,2,3,18,38,1019,1223,25,38,48,74,15,18,3,3
623,50,8,5,Colorado,Arapahoe County,11,15,22384,10296,12088,9023,10432,683,807,60,93,435,640,12,16,83,100,9091,10517,707,839,119,162,455,664,15,21,9567,11189,8364,9605,662,783,35,69,428,630,12,15,66,87,8416,9677,683,814,79,127,444,652,15,20,729,899,659,827,21,24,25,24,7,10,0,1,17,13,675,840,24,25,40,35,11,12,0,1
624,50,8,5,Colorado,Arapahoe County,11,16,13862,6160,7702,5336,6578,400,542,26,61,337,461,3,8,58,52,5387,6625,415,559,62,92,352,478,8,10,5757,7160,4970,6092,393,523,24,42,329,455,3,6,38,42,5003,6129,405,537,45,69,342,469,6,7,403,542,366,486,7,19,2,19,8,6,0,2,20,10,384,496,10,22,17,23,10,9,2,3
625,50,8,5,Colorado,Arapahoe County,11,17,8602,3642,4960,3223,4309,216,322,7,29,177,263,3,3,16,34,3236,4339,220,329,16,47,183,274,3,6,3417,4622,3009,4008,211,307,7,15,174,260,3,3,13,29,3019,4033,215,312,13,30,180,271,3,6,225,338,214,301,5,15,0,14,3,3,0,0,3,5,217,306,5,17,3,17,3,3,0,0
626,50,8,5,Colorado,Arapahoe County,11,18,9312,3321,5991,3000,5397,139,260,11,25,156,278,0,4,15,27,3014,5421,144,271,18,38,160,284,0,6,3122,5671,2818,5105,132,250,6,10,152,277,0,2,14,27,2831,5129,137,261,12,23,156,283,0,4,199,320,182,292,7,10,5,15,4,1,0,2,1,0,183,292,7,10,6,15,4,1,0,2
817,50,8,7,Colorado,Archuleta County,11,0,13765,6898,6867,6379,6281,63,44,218,259,65,100,6,12,167,171,6529,6433,107,89,309,369,105,134,19,20,5652,5602,5330,5242,52,31,97,120,44,87,5,5,124,117,5439,5343,88,63,161,189,76,116,15,11,1246,1265,1049,1039,11,13,121,139,21,13,1,7,43,54,1090,1090,19,26,148,180,29,18,4,9
818,50,8,7,Colorado,Archuleta County,11,1,642,294,348,256,278,8,9,18,26,1,10,0,0,11,25,265,300,15,20,20,38,3,17,2,0,230,253,204,215,8,3,7,8,1,8,0,0,10,19,212,231,14,12,9,15,3,15,2,0,64,95,52,63,0,6,11,18,0,2,0,0,1,6,53,69,1,8,11,23,0,2,0,0
819,50,8,7,Colorado,Archuleta County,11,2,683,365,318,320,262,3,8,17,24,4,12,1,1,20,11,337,272,10,12,28,29,9,14,2,2,235,215,212,186,2,6,6,6,2,10,0,1,13,6,222,191,8,9,12,7,6,12,1,2,130,103,108,76,1,2,11,18,2,2,1,0,7,5,115,81,2,3,16,22,3,2,1,0
820,50,8,7,Colorado,Archuleta County,11,3,742,391,351,345,288,6,3,18,29,4,7,0,3,18,21,360,306,12,10,21,42,13,10,3,5,290,250,269,220,4,3,3,6,1,6,0,0,13,15,279,233,8,10,5,14,8,8,3,1,101,101,76,68,2,0,15,23,3,1,0,3,5,6,81,73,4,0,16,28,5,2,0,4
821,50,8,7,Colorado,Archuleta County,11,4,649,329,320,291,271,3,4,14,26,9,5,0,0,12,14,299,283,10,9,20,33,12,9,0,1,235,222,213,194,1,2,6,13,6,5,0,0,9,8,218,200,7,6,10,15,9,9,0,1,94,98,78,77,2,2,8,13,3,0,0,0,3,6,81,83,3,3,10,18,3,0,0,0
822,50,8,7,Colorado,Archuleta County,11,5,551,308,243,270,209,8,2,18,16,3,5,0,0,9,11,278,218,10,6,23,23,4,7,2,0,238,177,211,153,6,2,13,11,2,3,0,0,6,8,217,159,8,4,15,17,2,5,2,0,70,66,59,56,2,0,5,5,1,2,0,0,3,3,61,59,2,2,8,6,2,2,0,0
823,50,8,7,Colorado,Archuleta County,11,6,605,303,302,271,278,7,3,11,12,0,1,0,1,14,7,284,284,9,3,20,17,3,3,2,2,233,230,211,215,7,3,7,6,0,1,0,1,8,4,218,219,8,3,12,9,2,2,1,1,70,72,60,63,0,0,4,6,0,0,0,0,6,3,66,65,1,0,8,8,1,1,1,1
824,50,8,7,Colorado,Archuleta County,11,7,677,322,355,299,318,4,5,9,12,3,7,1,2,6,11,305,329,5,8,12,18,5,9,1,3,243,282,232,260,1,4,2,5,3,6,1,1,4,6,236,266,2,4,3,9,5,7,1,2,79,73,67,58,3,1,7,7,0,1,0,1,2,5,69,63,3,4,9,9,0,2,0,1
825,50,8,7,Colorado,Archuleta County,11,8,778,409,369,368,347,3,0,21,9,8,6,0,0,9,7,377,352,5,2,25,15,11,7,1,0,296,290,272,279,3,0,6,2,7,6,0,0,8,3,280,281,5,1,9,4,10,7,1,0,113,79,96,68,0,0,15,7,1,0,0,0,1,4,97,71,0,1,16,11,1,0,0,0
826,50,8,7,Colorado,Archuleta County,11,9,712,367,345,347,316,0,2,10,10,3,9,1,1,6,7,353,323,1,3,15,16,4,10,1,1,294,253,283,235,0,0,4,4,1,8,1,0,5,6,288,241,1,0,9,9,1,9,1,0,73,92,64,81,0,2,6,6,2,1,0,1,1,1,65,82,0,3,6,7,3,1,0,1
827,50,8,7,Colorado,Archuleta County,11,10,758,417,341,378,313,6,1,18,10,7,4,0,1,8,12,386,325,7,4,25,17,7,6,0,1,307,274,279,257,6,1,10,4,5,3,0,0,7,9,286,266,7,3,16,10,5,4,0,0,110,67,99,56,0,0,8,6,2,1,0,1,1,3,100,59,0,1,9,7,2,2,0,1
828,50,8,7,Colorado,Archuleta County,11,11,873,383,490,355,453,2,2,8,17,7,9,0,0,11,9,365,462,3,3,16,24,9,10,1,0,306,403,293,374,2,2,3,14,4,8,0,0,4,5,296,379,3,3,7,17,4,9,0,0,77,87,62,79,0,0,5,3,3,1,0,0,7,4,69,83,0,0,9,7,5,1,1,0
829,50,8,7,Colorado,Archuleta County,11,12,1184,570,614,537,563,2,3,7,29,7,7,1,1,16,11,553,572,6,4,16,35,10,11,1,3,498,526,474,488,2,3,2,20,5,6,1,0,14,9,488,495,4,4,11,25,8,9,1,2,72,88,63,75,0,0,5,9,2,1,0,1,2,2,65,77,2,0,5,10,2,2,0,1
830,50,8,7,Colorado,Archuleta County,11,13,1326,644,682,611,650,4,0,20,15,1,9,1,0,7,8,616,657,4,2,25,23,4,9,2,0,577,609,560,589,3,0,7,7,1,8,1,0,5,5,564,593,3,1,10,12,4,8,1,0,67,73,51,61,1,0,13,8,0,1,0,0,2,3,52,64,1,1,15,11,0,1,1,0
